userId,username,subject,level,questionNumber,question,userAnswer,correctAnswer,isCorrect,timestamp,totalScore,totalQuestions
"68a5bc335a49d8e04b9179ae","priya","python","1","5","What is the correct syntax for a while loop in Python?","while (condition) { }","while condition:","false","2025-08-30T17:47:50.387Z","4","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","6","Which method is used to add an element to the end of a list?","push()","append()","false","2025-08-30T17:47:50.387Z","4","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","7","What is the output of: len('Hello World')?","11","11","true","2025-08-30T17:47:50.387Z","4","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","8","Which of the following is NOT a valid Python data type?","char","char","true","2025-08-30T17:47:50.387Z","4","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","9","What is the correct way to import the math module in Python?","include math","import math","false","2025-08-30T17:47:50.387Z","4","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","10","What will be the result of: 5 // 2?","2.5","2","false","2025-08-30T17:47:50.387Z","4","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","1","What is the correct way to create a list in Python?","list = [1, 2, 3]","list = [1, 2, 3]","true","2025-08-30T17:49:36.519Z","10","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","2","Which of the following is used to define a function in Python?","def","def","true","2025-08-30T17:49:36.519Z","10","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","3","What will be the output of: print(type([]))?","<class 'list'>","<class 'list'>","true","2025-08-30T17:49:36.519Z","10","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","4","Which operator is used for exponentiation in Python?","**","**","true","2025-08-30T17:49:36.519Z","10","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","5","What is the correct syntax for a while loop in Python?","while condition:","while condition:","true","2025-08-30T17:49:36.519Z","10","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","6","Which method is used to add an element to the end of a list?","append()","append()","true","2025-08-30T17:49:36.519Z","10","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","7","What is the output of: len('Hello World')?","11","11","true","2025-08-30T17:49:36.519Z","10","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","8","Which of the following is NOT a valid Python data type?","char","char","true","2025-08-30T17:49:36.519Z","10","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","9","What is the correct way to import the math module in Python?","import math","import math","true","2025-08-30T17:49:36.519Z","10","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","10","What will be the result of: 5 // 2?","2","2","true","2025-08-30T17:49:36.519Z","10","10"
"68a5bc335a49d8e04b9179ae","priya","python","2","1","What is the output?

#include <iostream>
int add(int a, int b = 2) { return a + b; }
int main(){ std::cout << add(3); }
","2","5","false","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","2","2","What will this print?

#include <iostream>
void f(int &x){ x += 5; }
int main(){ int a = 10; f(a); std::cout << a; }
","Not Answered","15","false","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","2","3","Which declaration correctly creates a dynamic array of 5 ints?","int* a = new int[5];","int* a = new int[5];","true","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","2","4","Choose the correct smart pointer usage to manage a dynamic int.","unique_ptr<int> p = make_unique(42);","std::unique_ptr<int> p(new int{42});","false","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","2","5","What is the output?

#include <iostream>
int main(){ int x = 5; std::cout << ++x << "" "" << x++; }
","6 5","6 6","false","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","2","6","Which statement about references is true?","A reference can be null in standard C++.","A reference must be initialized when declared.","false","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","2","7","What is the effect of the const in this signature?

int sum(const int a, const int b);
","Forces pass-by-reference.","Prevents modifying a and b inside the function.","false","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","2","8","Which overload will be preferred for a literal ""hello""?","void f(std::string);","void f(const char*)","false","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","2","9","What will this code print?

#include <iostream>
#include <vector>
int main(){ std::vector<int> v{1,2,3}; for(const auto& x : v) std::cout << x << ' '; }
","Undefined","1 2 3 ","false","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","2","10","Which range-based for changes elements of v?","for (auto&& x : v) { const int y = x; x = y + 1; } // always ok","for (auto& x : v) x += 1;","false","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","2","11","What is the output?

#include <iostream>
#include <string>
int main(){ std::string s = ""abc""; s += 'd'; std::cout << s.size(); }
","Compilation error","4","false","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","2","12","Pick the correct function template that returns the larger of two values.","template<typename T> auto max(T a, T b) -> void { return a > b ? a : b; }","template<typename T> T max(T a, T b){ return a > b ? a : b; }","false","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","2","13","What happens here?

#include <iostream>
void g(int&& x){ std::cout << x; }
int main(){ int a = 7; g(std::move(a)); }
","Compilation error: cannot bind rvalue ref.","Binds rvalue reference parameter to moved-from a; prints 7.","false","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","2","14","Which is a correct lambda capturing by value and returning sum?","auto f = [x,y]{ x + y; }; // without parameters","auto f = [=](int x, int y) { return x + y; };","false","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","2","15","What does this print?

#include <iostream>
struct A{ A(){ std::cout << ""A""; } ~A(){ std::cout << ""D""; } };
int main(){ { A a; std::cout << ""M""; } std::cout << ""E""; }
","Not Answered","AMDE","false","2025-08-30T17:50:12.132Z","1","15"
"68a5bc335a49d8e04b9179ae","priya","python","1","1","What is the correct way to create a list in Python?","list = {1, 2, 3}","list = [1, 2, 3]","false","2025-08-31T07:32:32.713Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","2","Which of the following is used to define a function in Python?","func","def","false","2025-08-31T07:32:32.713Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","3","What will be the output of: print(type([]))?","Not Answered","<class 'list'>","false","2025-08-31T07:32:32.713Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","4","Which operator is used for exponentiation in Python?","Not Answered","**","false","2025-08-31T07:32:32.713Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","5","What is the correct syntax for a while loop in Python?","Not Answered","while condition:","false","2025-08-31T07:32:32.713Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","6","Which method is used to add an element to the end of a list?","Not Answered","append()","false","2025-08-31T07:32:32.713Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","7","What is the output of: len('Hello World')?","Not Answered","11","false","2025-08-31T07:32:32.713Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","8","Which of the following is NOT a valid Python data type?","Not Answered","char","false","2025-08-31T07:32:32.713Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","9","What is the correct way to import the math module in Python?","Not Answered","import math","false","2025-08-31T07:32:32.713Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","10","What will be the result of: 5 // 2?","Not Answered","2","false","2025-08-31T07:32:32.713Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","1","What is the correct way to create a list in Python?","Not Answered","list = [1, 2, 3]","false","2025-08-31T07:33:59.155Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","2","Which of the following is used to define a function in Python?","Not Answered","def","false","2025-08-31T07:33:59.155Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","3","What will be the output of: print(type([]))?","Not Answered","<class 'list'>","false","2025-08-31T07:33:59.155Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","4","Which operator is used for exponentiation in Python?","Not Answered","**","false","2025-08-31T07:33:59.155Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","5","What is the correct syntax for a while loop in Python?","Not Answered","while condition:","false","2025-08-31T07:33:59.155Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","6","Which method is used to add an element to the end of a list?","Not Answered","append()","false","2025-08-31T07:33:59.155Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","7","What is the output of: len('Hello World')?","Not Answered","11","false","2025-08-31T07:33:59.155Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","8","Which of the following is NOT a valid Python data type?","Not Answered","char","false","2025-08-31T07:33:59.155Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","9","What is the correct way to import the math module in Python?","Not Answered","import math","false","2025-08-31T07:33:59.155Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","10","What will be the result of: 5 // 2?","Not Answered","2","false","2025-08-31T07:33:59.155Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","1","What is the correct way to create a list in Python?","Not Answered","list = [1, 2, 3]","false","2025-08-31T09:26:32.798Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","2","Which of the following is used to define a function in Python?","Not Answered","def","false","2025-08-31T09:26:32.798Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","3","What will be the output of: print(type([]))?","Not Answered","<class 'list'>","false","2025-08-31T09:26:32.798Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","4","Which operator is used for exponentiation in Python?","Not Answered","**","false","2025-08-31T09:26:32.798Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","5","What is the correct syntax for a while loop in Python?","Not Answered","while condition:","false","2025-08-31T09:26:32.798Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","6","Which method is used to add an element to the end of a list?","Not Answered","append()","false","2025-08-31T09:26:32.798Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","7","What is the output of: len('Hello World')?","Not Answered","11","false","2025-08-31T09:26:32.798Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","8","Which of the following is NOT a valid Python data type?","Not Answered","char","false","2025-08-31T09:26:32.798Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","9","What is the correct way to import the math module in Python?","Not Answered","import math","false","2025-08-31T09:26:32.798Z","0","10"
"68a5bc335a49d8e04b9179ae","priya","python","1","10","What will be the result of: 5 // 2?","Not Answered","2","false","2025-08-31T09:26:32.798Z","0","10"
